undl_id,keywords
637965,United Nations Disengagement Observer Force
637968,United Nations Disengagement Observer Force
637971,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
637972,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
637973,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
637974,"General Assembly, peace-keeping operations, resolution"
637975,"General Assembly, Organizational nomenclature, Secretariat"
637976,"Financial Regulations of the United Nations, General Assembly"
637977,"International Computing Centre, budget estimates"
637978,"Disarmament commission, General Assembly"
637979,"General Assembly, Secretariat officials, service and compensation"
637980,"Committee for Programme and Co-ordination, General Assembly, co-ordination, communication, resolution"
637985,"United Nations, honoraria payable to members of organs and subsidiary organs of the United Nations, resolution, subsidiary organ"
637988,"Executive Direction and Management, Special Political Questions"
637991,"General Assembly, resolution"
637996,"Medium-term plan for the period 1980-1983, resolution"
637998,"International Civil Service Commission, resolution"
637999,"United Nations Joint Staff Pension Board, resolution"
638670,"Financing of the United States Emergency Force, United Nations Disengagement Force"
638755,"Lebanon, United Nations Interim Force"
638757,"Cyprus, General Assembly, resolution"
638758,"United Nations Conference on the Law of the Sea, law of the sea, resolution"
638759,"Africa, assistance, colonial regimes, human rights, resolution, southern Africa"
638760,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
638761,"Palestine, resolution"
638762,"Palestine, resolution"
638763,"Palestine, resolution"
638764,"Western Sahara, resolution"
638766,"Belarus, General Assembly, resolution"
638767,"Charter of the United Nations, Non-Self-Governing Territories"
638768,"Southern Rhodesia, resolution"
638769,"Southern Rhodesia, resolution"
638770,"East Timor, general Assembly, resolution"
638771,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, Independence, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
638774,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
638775,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
638776,"decolonization, resolution"
638777,"General Assembly, World economy, World social development"
638778,"cultural property, cultural values, resolution, return"
638783,"General Assembly, Human rights, scientific and technological development"
638784,"2nd Conference, Non protection of nutclear weapon, Non-Proliferation, Non-Proliferation of Nuclear Weapon, Nuclear Weapon, preparatory committee, resolution"
638785,"General Assembly, resolution"
638786,"Africa, Declaration on the Denuclearization of Africa"
638787,"Middle East, nuclear-weapon-free zone"
638788,"South Asia, nuclear-weapon-free zone"
638789,"development, mass destruction, resolution"
638790,"development, mass destruction, resolution"
638860,"military budget, resolution"
638861,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
638863,"Israel, nuclear collaboration"
638869,"nuclear weapon, resolution"
638870,"further testing, nuclear weapon"
638872,"Disarmament negotiations and machinery, General Assembly"
638874,"disarmament agreement, international security"
638877,"convention, non-nuclear states, security"
638878,"convention, non-nuclear states, security"
638879,Declaration on the Preparation of Societies for Life in Peace
638881,"General Assembly, internal affair, non-interference"
638883,"Declaration on the Strengthening of International Security Resolution, General Assembly"
638884,"Nicaragua, resolution"
638885,United Nations Special Fund for Land-Locked Developing Countries
638887,"Combat Desertification, General Assembly"
638888,"confidence-building measures, resolution"
638939,"General Assembly, arms limitation talks, resolution"
638940,"nuclear weapon, resolution"
638941,"General Assembly, regional disarmament, resolution"
638942,"General Assembly, non-stationing, nuclear weapons, resolution"
638943,"Committee on Disarmament Resolution, General Assembly"
638944,"fissionable material, resolution, weapons"
638962,"International Relations, Non-Use of Force, Special Committee on Enhancing the Effectiveness of the Principle of Non-Use of Force"
638963,"Mankind, draft code of offence, resolution"
638964,decade for action to Combat Racism and Racial Discrimination
638965,"Combat Racism and Racial Discrimination, World Conference"
638966,"Combat Racism and Racial Discrimination, World Conference"
638967,International Convention on the Suppression and Punishment of Crime of Apartheid
638968,"intolerance, resolution"
638969,"Palestinian people, living condition, resolution"
638972,"Palestine refugees, resolution"
638975,"Palestine refugees, grants and scholarships for higher education, vocational training"
638976,"Gaza Strip, Palestine refugees"
638977,"General Assembly, refugees, resolution"
639252,"United Nations Joint Staff Pension Fund, investment, transnational corporations"
639253,"Acceleration of real resources, General Assembly, Resolution"
639254,"Finance for development resolution, General Assembly"
639255,"General Assembly, assessment, composition of the relevant organs of the United Nations, resolution, rules of procedure"
639256,"General Assembly, questions, resolution"
639257,"Palestinian people, resolution"
639258,"developing countries, land-locked development"
639259,"General Assembly, resolution, transfer of technology"
639260,"development, inflationary phenomenon, resolution"
639261,"developing countries, development problems, resolution"
639346,"Anguilla, Guam, Guam Islands, Islands, Saint Helena Islands and Caicos Islands, South America, United States Virgin Island, resolution"
639347,"General Assembly, Individual territories, resolution"
639400,"General Assembly, migrant workers, resolution"
639402,"Cyprus, Missing persons, resolution"
639403,"Chile, United Nations Trust Fund for Chile"
639404,"Chile, human rights, resolution"
639405,"Ad Hoc Working Group, Chile, General Assembly, Human Rights, resolution"
639406,"biennium 1978-1979, budget appropriations, resolution"
639407,"biennium 1978-1979, financing, resolution"
639409,"Accommodation, Vienna International Centre"
639411,"Africa, Namibia, illegal occupation of the Territory by South Africa"
639412,"Africa, South Africa, United Nations resolution"
639413,"United Nations Council for Namibia, resolution"
639415,"apartheid, mobilization, resolution"
639417,"General Assembly, leader, oppressed people, outstanding personalities, resolution"
639419,"Israel, Relations between Israel and South Africa, South Africa"
639420,"South Africa, oil embargo"
639421,"Africa, Nuclear collaboration, South Africa"
639422,"Economic collaboration with South Africa, South Africa"
639423,"apartheid, resolution"
639424,"Apartheid, General Assembly, Special Committee"
639425,"Africa, South Africa, national liberation movement, resolution"
639426,"Africa, South Africa, resolution"
639427,"apartheid in sport, resolution"
639428,"South Africa, military collaboration, resolution"
639429,"South Africa, investment, resolution"
639430,"General Assembly, economic and social fields, education, equality of women with men, improvement of the status and role of women, resolution"
639475,"International Court of Justice, Kosovo, general Assembly, general law, independence of Kosovo, international law, resolution"
639624,"General Assembly, Protectionism, resolution"
639625,"multilateral trade negotiations, resolution"
639626,"activity, marginal usefulness, resolution"
639627,"biennium 1978-1979, budget appropriations, resolution"
639628,"biennium 1978-1979, income estimates"
639629,"appropriations for the year 1979, financing, resolution"
639630,"Namibia, resolution"
639631,"Western Sahara, resolution"
639632,"Middle East, Middle East resolution"
642010,"apartheid, sport, sport resolution"
642012,"Bantustan, resolution"
642019,"South Africa, investment, resolution"
642288,United Nations Disengagement Observer Force
642335,"Charter of the United Nations, Israel, Israeli measures, Israel’s international obligations, Middle East, United Nations, United Nations resolutions, United States resolutions, contravention of the principles of the United Nations, demographic composition, geographical nature, illegal status, international obligations, legal status, occupied Arab territories, peace, resolution"
642378,"Economic collaboration with South Africa, South Africa"
642393,"Mayotte, comorian sland, resolution"
642624,"Economic collaboration with South Africa, South Africa"
642626,"apartheid, resolution"
642628,"General Assembly, Special Committee on Apartheid"
642629,"Africa, South Africa, national liberation movement, resolution"
642630,"Africa, South Africa, resolution"
642631,"Apartheid, World Conference for Action against Apartyheid"
642633,United Nations Special Fund for Land-Locked Developing Countries
642634,"United Nations Conference on Science and Technology for Development, science and technologie for development"
642635,"resolution, rhodesia"
642636,"Chile, human rights, resolution"
642637,"General Assembly, aggression, apartheid, colonialism, independence, racial discrimination, racism, resolution, self-determination, social progress"
642638,"co-operation, narcotic drugs, rehabilitation"
642639,"United Nations Fund for Drug Abuse control, economic and social development"
642640,"illicit traffic, narcotic drugs, psychotropic substances, psychotropy"
642641,"Combat Racism and Racial Discrimination, World Conference"
642642,"General Assembly, United Nations, fundamental freedoms, human rights, resolution"
642643,"General Assembly, colonialism, foreign domination, racial discrimination, racism, resolution, strengthening of international peace and security"
642644,"General Assembly, colonialism, foreign domination, racial discrimination, racism, resolution, strengthening of international peace and security"
642658,"force, non-use of force in international relations"
642863,"Namibia, information, resolution"
643248,"Africa, South Africa, resolution"
643250,"Africa, Namibia, illegal occupation of the Territory by South Africa"
643251,"Namibia, intergovernmental organizations"
643252,"conventional weapons, general Assembly, humanitarian reasons, resolution"
643253,"General Assembly, internal affair, non-interference"
643255,"Declaration on the Strengthening of International Security Resolution, General Assembly"
643256,"United Nations Council for Namibia, resolution"
643257,"IUnited Nations Water Conference, Water Conference"
643258,"Arab territories, national resources, resolution"
643259,"Namibia, United Nations action, coordination, resolution"
643260,"human settlements, international cooperation"
643263,"General Assembly, Namibia, resolution"
643264,"Palestinian people, living condition, resolution"
643265,International Convention on the Suppression and Punishment of Crime of Apartheid
643269,Committee on the Elimination of Racial Discrimination
643271,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
643273,"developing countries, land-locked development"
643274,United Nations Negotiating Conference on a Common Fund under the Integrated Programme for Commodities
643275,"co-operation, outer space, resolution"
643276,"Cyprus, General Assembly, resolution"
643281,"Middle East, Middle East resolution"
643282,"First-class travel, United Nations organizations"
643283,"Brunei, resolution"
643284,"International Civil Service Commission, resolution"
643285,"Belarus, General Assembly, resolution"
643286,"Charter of the United Nations, Non-Self-Governing Territories"
643287,"East Timor, general Assembly, resolution"
643288,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, Independence, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
643289,"Colonial Countries and Peoples, General Assembly, Specialized Agencies, United Nations, granting of Independence, resolution"
643290,"apportionment, expenses of the United Nations"
643291,"Palestine, resolution"
643292,"Palestine, resolution"
643339,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
643341,"Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol I of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 3473 (XXX)"
643342,"General Assembly, comprehensive test ban, comprehensive tests, general prohibition, nuclear test, nuclear weapon tests, nuclear-weapon tests"
643343,"Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon, Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), General Assembly, Latin America, Tlatelolco"
643344,"Disarmament Decade, disarmament decade, resolution"
643345,"Africa, Declaration on the Denuclearization of Africa"
643346,"Middle East, nuclear-weapon-free zone"
643347,"South Asia, nuclear-weapon-free zone"
643348,"development, mass destruction, resolution"
643349,"development, mass destruction, resolution"
643350,"military budget, resolution"
643351,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
643352,"General Assembly, disarmament, resolution"
643353,"General Assembly, disarmament, resolution"
643354,"General Assembly, disarmament, resolution"
643355,"General Assembly, disarmament, resolution"
643356,"Palestine refugees, resolution"
643357,"Gaza Strip, Palestine refugees"
643358,"General Assembly, refugees, resolution"
643359,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
643360,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
643361,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
643362,"Anti-Apartheid Year, World War II"
643363,"apartheid, resolution"
643364,"Israel, Relations between Israel and South Africa, South Africa"
643365,"South Africa, nuclear collaboration"
643385,"biennium 1976-77, final budget appropriations, resolution"
643386,"General Assembly, Organizational nomenclature, Secretariat"
643387,"Arabic language services, United Nations"
643388,United Nations accommodation at Nairobi
643389,"United Nations budget, resolution"
643390,"United Nations Headquarters, conference servicing, delegate facilities"
643391,Honoraria of member of the Human Rights Committee
643392,"biennium 1978-1979, budget appropriations, resolution"
643393,"appropriations for the year 1978, resolution"
643394,"biennium 1978-1979, expenses"
643395,"Capital Fund for the biennium 1978-1979, Working Capital Fund"
643885,"Cuba, United States of America against Cuba, economic embargo, economy"
643890,"Comprehensive Nuclear-Test-Ban Treaty Organization, United Nations"
643894,"Palestinian People, inalienable rights"
643895,"General Assembly, Palestinian Rights of the Secretariat"
643897,"General Assembly, Palestine, Public Information of the Secretariat, Special information programme"
643898,"Palestine, resolution"
643899,"Jerusalem, resolution"
643901,"Syrian Golan, Syrian Resolution"
643902,"Disarmament, Disarmament Resolution, General Assembly, development and manufacture of new types of weapons, mass destruction, such weapons"
643903,"information and telecommunications, security"
643904,"assure, nuclear weapon, nuclear weapons, resolution"
643905,"arms race, outer space, resolution"
643906,"General Assembly, nuclear weapons system, resolution"
643907,"Anti-personnel Mines, General Assembly, Stockpiling, destruction, resolution"
643949,"conventional arms control, regional and subregional level"
643951,"General Assembly, Nuclear disarmament"
643953,"General Assembly, resolution, ruclear danger"
643958,"General Assembly, International Court of Justice on the Legality of the Threat or Use of Nuclear Weapon, Nuclear Weapon, the Legality of the Threat"
643960,"disarmament, multilateralism"
643981,"Geneva Protocol, geneva protocol, resolution"
643988,"armament, depleted uranium, resolution"
643997,"General Assembly, Missiles, resolution"
643999,"disarmament commitments, nuclear-weapon-free world"
644005,"arms limitation, commitments, non-proliferation agreements"
644046,"disarmament measures, peace, resolution"
644051,"Central Asia, nuclear-weapon-free zone"
644054,"Ballistic Missile Proliferation, Hague Code of Conduct"
644058,"hemisphere, resolution"
644071,"confidence-building measures, outer space activities"
644152,"armament, resolution, transparency"
644182,"illicit trade, small arms"
644185,"elimination of nuclear weapons, resolution"
644187,"convention on the prohibition of the use of Nuclear Weapon, resolution"
644200,"Middle East, nuclear proliferation"
644214,"Comprehenive Nuclear-Test-Ban Treaty, General Assembly"
644217,"Palestine refugees, resolution"
644218,"General Assembly, June 1967, hostilities, resolution"
644223,"Palestine refugees, resolution"
644273,"Arabs, Arabs of the Occupied Territories, General Assembly, Human Rights of the Palestinian People and Other Arabs, Israeli Practices, Palestinian People, Special Committee to Investigate Israeli practices, resolution"
644277,"Palestine Refugees, United Nations Relief and Work Agency"
644280,"Arab territories, East Jerusalem, General Assembly, Geneva Convention, Middle Ages, Occupied Palestinian Persons in Time of War, Palestinian Territory, resolution"
644287,"Israeli settlement, Palestinian Territory, Syrian Golan"
644294,"East Jerusalem, Occupied Palestinian Territory, Palestinian Territory, resolution"
644298,"Syrian Golan, Syrian resolution"
644299,"Charter of the United Nations, Non-Self-Governing Territories"
644300,"Economic and other activities, Non-Self-Governing Territories"
644301,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
644310,"decolonization, resolution"
644311,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
644312,"General Assembly, law of the sea, resolution"
644480,"General Assembly, Human Right Council"
644498,"certain practices, intolerance, racial discrimination, racism, xenophobia"
644534,"General Assembly, exercise of people to self-determination, mercenaries, resolution, self-determination"
644535,"Palestinian people, resolution, self-determination"
644536,"geographical distribution, human rights treaty bodies"
644537,"death penalty, resolution"
644538,"defamation, resolution"
644553,"Globalization, globalization, human rights, resolution"
644555,"General Assembly, development, resolution"
644557,"coercive measures, resolution"
644560,"extrajudicial execution, resolution"
644567,"General Assembly, food, resolution"
644568,"family reunification, freedom of travel, resolution"
644569,"democratic and equitable international order, resolution"
644571,"Democratic People’s Republic of Korea, human rights, resolution"
644572,"Islamic Republic of Iran, resolution"
644683,"Arab population, General Assembly, Palestinian people, Syrian Golan, natural resources, resolution"
644732,"Lebanese, oil slick, resolution"
644738,"general Assembly, general economic order, resolution"
644763,"arms trade treaty, conventional arms, export, transfer"
644764,"General Assembly, child, resolution"
644765,"Declaration and Programme of Action, Durban, Durban Declaration and Programme of Action, General Assembly, intolerance, racial discrimination, related intolerance, resolution"
644767,"Myanmar, human rights, resolution"
644975,"Palestinian People, living condition, resolution"
646023,"American Samoa, resolution"
646047,"Anguilla resolution, General Assembly"
646049,"General Assembly, Middle Ages, resolution"
646050,"British Virgin Island, resolution"
646051,"Cayman Island, resolution"
646052,"Guam, general Assembly, resolution"
646053,"Montserrat, resolution"
646054,"Pitcairn, resolution"
646055,"Caicos Islands, Turks Islands"
646058,"Saint Helena, resolution"
646059,"United States Virgin Island, resolution"
646737,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
647344,"Financing of the United States Emergency Force, United Nations Disengagement Force"
647345,"Financing of the United States Emergency Force, United Nations Disengagement Force"
647573,"Apartheid, General Assembly"
648892,"Africa, arms embargo, resolution"
648894,"South Africa, investment, resolution"
648896,"apartheid in sport, resolution"
648897,"Apartheid, General Assembly, Special Committee"
648900,"Transkei, bantustan, resolution"
648901,"Israel, Relations between Israel and South Africa, South Africa"
649009,"Africa, Colonial Countries, Colonial Countries and People, Declaration on the Granting of Independence to Colonials and other interests, Independence to Colonials and People in Southern Rhodesia and Namibia, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
649011,"force, non-use of force in international relations"
649012,"Cyprus, General Assembly, resolution"
649014,"international economic cooperation, international economy"
649016,"General Assembly, refugees, resolution"
649017,"Gaza Strip, Palestine refugees"
649018,"Palestine, resolution"
649019,"General Assembly, United Nations, resolution"
649023,"Charter of the United Nations, Non-Self-Governing Territories"
649024,"Colonial Countries and Peoples, General Assembly, Specialized Agencies, United Nations, granting of Independence, resolution"
649025,"Africa, assistance, colonial regimes, human rights, resolution, southern Africa"
649026,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
649324,"Angola, United Nations, membership, resolution"
649325,"Falkland Island (Malvinas), resolution"
649326,"Belarus, General Assembly, resolution"
649327,"Timor, general assembly, resolution"
649328,"Brunei, resolution"
649329,"Guam, general Assembly, resolution"
649330,"French Somaliland, resolution"
649331,"Middle East, Middle East resolution"
649332,"Middle East, Peace Conference on the Middle East"
649333,"General Assembly, achieve and comprehenive test ban, cessation, nuclear, resolution, thermonuclear test"
649684,"General Assembly resolution 3467 (XXX), Latin America (Treaty of Tlatelolco), additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco)"
649686,"question of nuclear-weapon-free zones, resolution"
649687,"Middle East, nuclear-weapon-free zone"
649688,"Environmental Modification Techniques, Military"
649689,"South Asia, nuclear-weapon-free zone"
649690,"development, mass destruction, resolution"
649691,"General Assembly, Non Protection, Non protection of nutclear weapon, Non-Proliferation of Nuclear Weapon"
649692,Vienna Convention on Diplomatic Relations of 1961
649693,decade for action to Combat Racism and Racial Discrimination
649694,"Combat Racism and Racial Discrimination, World Conference"
649695,International Convention on the Suppression and Punishment of Crime of Apartheid
649696,"General Assembly, World economy, resolution, social situation"
649698,"military budget, resolution"
649699,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
649700,"general prohibition, nuclear weapon test"
649702,"General Assembly, internal affair, non-interference"
649703,"Declaration on the Strengthening of International Security Resolution, General Assembly"
649704,"United Nations, apportionment of the expenses of the United States"
649708,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
649710,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
649732,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
649747,"Israeli Practices Affecting the Human Right of the Occupied Territories, Special Committee to Investigate Israeli practices, occupied territories, resolution"
649748,"Chili, human rights, resolution"
649756,"General Assembly, Human rights, scientific and technological development"
649758,"General Assembly, International Civil Service Commission"
649760,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
649761,"decolonization, resolution"
649762,"Africa, Namibia, illegal occupation of the Territory by South Africa"
649764,"United Nations Council for Namibia, resolution"
649909,"Namibia, United Nations action, coordination, resolution"
649910,"Namibia, intergovernmental organizations"
649913,"Namibia, information, resolution"
649914,"Africa People’ Organization, South West Africa People' Organization"
649915,"Southern Rhodesia, resolution"
649916,"developing countries, land-locked development"
649917,"developing countries, development problems, resolution"
649918,"developing countries, redeployment, resolution"
649919,"General Assembly, accelerating the transfer of real resources, countries, resolution"
649920,United Nations Special Fund for Land-Locked Developing Countries
649921,"General Assembly, resolution"
649922,"Arab territories, national resources, resolution"
649923,"General Assembly, disarmament, resolution"
649924,"General Assembly, disarmament, resolution"
649925,"General Assembly, disarmament, resolution"
649926,"United Nations Headquarters, conference servicing, delegate facilities"
649927,"United Nations, regulations, resolution, salary system"
649994,"United Nations Joint Staff Pension Fund, investment, resolution"
649999,"International Court of Justice, emolument, resolution"
650000,United Nations Conference on Trade and Development
650001,"biennium 1976-77, resolution"
650002,"appropriations for the year 1977, resolution"
650003,"biennium, income estimates, resolution"
650004,"United Nations, resolution"
650007,"computer usage, resolution"
650087,"General Assembly, comprehension, comprehensive test, nuclear test, resolution, test ban, thermonuclear"
650088,"Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol II of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 3258 (XXIX)"
650089,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
650090,"Africa, Declaration on the Denuclearization of Africa"
650091,"question of nuclear-weapon-free zones, resolution"
650092,"question of nuclear-weapon-free zones, resolution"
650093,"Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol I of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 3262 (XXIX)"
650094,"Middle East, nuclear-weapon-free zone"
650095,"South Pacific, nuclear-weapon-free zone"
650096,"general prohibition, nuclear weapon test"
650097,"development, mass destruction, resolution"
650098,"French Somaliland, resolution"
650100,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
650101,"decolonization, resolution"
650102,"General Assembly, disarmament, resolution"
650104,"General Assembly, disarmament, resolution"
650105,"General Assembly, disarmament, resolution"
650106,"General Assembly, disarmament, resolution"
650108,"General Assembly, disarmament, resolution"
650109,"Timor, general assembly, resolution"
650111,"Charter of Economic Rights and Duties of States, Economic rights of States"
650121,"Arab territories, national resources, resolution"
650123,"General Assembly, colonialism, foreign domination, racial discrimination, racism, resolution, strengthening of international peace and security"
650124,"International Women’ Year, World Conference of the International Women' Year"
650125,"Equality between men and women, elimination of discrimination against men"
650127,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
650128,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
650129,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
650133,"United Nations Disaster Relief Coordinator, emergency relief assistance, resolution, technical cooperation activities"
650134,"United Nations Industrial Development Organization, resolution"
650135,"United Nations, public information policies and activities"
650136,"General Assembly, Pension scheme, resolution"
650137,"emolument, resolution"
650138,"United Nations, financial problem, resolution"
650139,"biennium, programme budget, resolution"
650140,"biennium 1976-77, resolution"
650141,"appropriations for the year 1976, resolution"
650142,"biennium 1976-77, expenses, extraordinary expense"
650143,"Capital Fund for the biennium 1976-77, Working Capital Fund"
650276,decade for action to Combat Racism and Racial Discrimination
650278,"Middle East, Palestine Liberation Organization, peace, resolution"
650279,"Palestine, resolution"
650280,United Nations Disengagement Observer Force
650323,"combat, racial discrimination, racism"
650324,"discrimination, resolution"
650332,"Africa, assistance, colonial regimes, human rights, resolution, southern Africa"
650334,"Declaration on the Strengthening of International Security Resolution, General Assembly"
650335,"Korea, resolution"
650336,"Korea, resolution"
650339,"Cyprus, General Assembly, resolution"
650341,"Southern Rhodesia, resolution"
650342,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, Independence, apartheid, colonialism, foreign economic interests, racial discrimination, resolution, southern Africa"
650346,"Africa, South Africa, United Nations, United States, resolution, responsibility"
650375,"Bantustan, resolution"
650376,"Apartheid, General Assembly, Special Committee"
650377,"Africa, South Africa, resolution"
650379,"Middle East, Middle East resolution"
650397,"Palestine refugees, resolution"
650398,"General Assembly, refugees, resolution"
650399,"Charter of the United Nations, Non-Self-Governing Territories"
650427,"Colonial Countries and Peoples, Declaration on the granting of Independence to Colonialization, General Assembly, United Nations, resolution"
650428,"Brunei, resolution"
650429,"Guam, United States Virgin Island, resolution"
650430,"Belarus, General Assembly, resolution"
650431,"Hebrides, Pitcairn, Tuvalu, resolution"
650466,"Chile, human rights, resolution"
650468,"Cyprus, Missing persons, resolution"
650469,"General Assembly, United Nations, fundamental freedoms, human rights, resolution"
650470,"Sahara, resolution, spanish Sahara"
650471,"Sahara, resolution, spanish Sahara"
650472,"General Assembly, resolution"
650815,"General Assembly, resolution"
650861,"Africa, South Africa, United Nations"
650876,"Palestine Liberation Organization, invitation, resolution"
650963,"Cyprus, General Assembly, resolution"
650964,"International Atomic Energy Agency, atomic energy, resolution"
650968,"General Assembly, National experience, social and economic changes"
650989,"Charter of Economic Rights and Duties of States, Economic rights of States"
650990,"General Assembly, international disputes, resolution"
651000,"United Nations, apportionment of the expenses of the United States"
651003,"Chile, human rights, resolution"
651005,"Palestine, resolution"
651006,"General Assembly, Palestine Liberation Organization"
651012,"Cambodia, Royal Government of National Union of Cambodia in the United Nations, United Nations, resolution"
651013,"Charter of the United Nations, Non-Self-Governing Territories"
651015,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
651016,"Human Rights of the Population of the Occupied Territories, Israeli Practices, Occupied Territories, Resolution"
651017,"General Assembly, colonial countries, human rights, independence, resolution, self-determination"
651018,"General Assembly, council by 10 per cent, developing countries, military budgets, resolution, security, utilization"
651020,"incendiary weapon, napalm, resolution"
651022,"incendiary weapon, napalm, resolution"
651025,"British Virgin Islands, Cayman Islands and Caicos Islands, Islands, United States Virgin Islands"
651026,"Guam, New Hebrides, South America"
651029,"Sahara, resolution, spanish Sahara"
651030,"Charter of the United Nations, Non-Self-Governing Territories"
651031,"Namibia, resolution"
651032,"Southern Rhodesia, resolution"
651033,"Southern Rhodesia, resolution"
651034,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, Namibia, Portuguese domination, South Rhodesia, appartheid, colonialism, discrimination, foreign economic interests, racial discrimination, southern Africa"
651038,"Africa, arms embargo, resolution"
651039,"General Assembly, political prisoners, resolution"
651040,"General Assembly, Special Committee on Apartheid"
651042,"Africa, South Africa, resolution"
651045,"United Nations Habitat and Human ettlements Foundation, United States Human rights Foundation"
651046,"Colonial Countries and People, Declaration on the granting of Independence to Colonials and People"
651047,"decolonization, resolution"
651048,"Palestine Refugees, United Nations Relief and Work Agency"
651049,"Palestine Refugees, United Nations Relief and Work Agency"
651050,"Declaration on the Strengthening of International Security Resolution, General Assembly"
651051,"Korea, resolution"
651053,"Arab territories, national resources, resolution"
651056,"Africa, Colonial Countries, Colonial Countries and Peoples, Declaration on the Granting of Independence to Colonials and other interests, General Assembly, Portuguese domination, Portuguese domination and efforts, appartheid, colonialism, foreign economic interests, racial discrimination, southern Africa"
651057,"General Assembly, comprehension, comprehensive test, nuclear test, resolution, test ban, thermonuclear"
651058,"Additional Protocol II of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol II of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 3079 (XXVIII)"
651059,"Declaration of the Indian Ocean as a Zone of Peace, Indian Ocean"
651060,"General Assembly, disarmament, resolution"
651061,"General Assembly, disarmament, resolution"
651062,"General Assembly, disarmament, resolution"
651096,"Charter of the United Nations, resolution"
651100,"General Assembly, Staff Regulations, United Nations, staff regulations"
651101,"biennium 1974-1975, budget appropriations, resolution"
651175,"Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapon in Latin America (Treaty of Tlatelolco), Latin America (Treaty of Tlatelolco), additional protocol I of the Treaty for the Prohibition of Nuclear Protection, general assembly resolution 2286 (XXII)"
651176,"Middle East, nuclear-weapon-free zone"
651193,"action to influence the environment and climate, health, human well-being, military, resolution"
651195,"South Asia, nuclear-free zone"
