resolution,legacy_undl_id,Geopolitical,Thematic,Action
A/RES/40/183,279896,Land-locked developing countries,Needs; Problems,Action
A/RES/40/185,279897,developing countries,economic measures;political coercion;economic coercion,means
A/RES/40/188,279898,Nicaragua,Trade embargo,
A/RES/40/191,279899,,Transfer of Technology,Reversal
A/RES/40/197,279900,,Remnants of war,
A/RES/40/200,279901,,Environment,International co-operation
A/RES/40/201,279902,Palestinian territories;Palestinian people,Living conditions,
A/RES/40/207,279903,,Economic Development,Trend Analysis
A/RES/40/239,279904,,Programme budget; Biennium,
A/RES/40/241B,279905,,Financial emergency; United Nations,
A/RES/40/246A,279906,Lebanon,UN Interim Force,Financing
A/RES/40/246B,279907,Lebanon,UN Interim Force,Financing
A/RES/40/247,279908,troop-contributing States,rates of reimbursement,review
A/RES/40/248,279909,,Scale of assessments; Apportionment; Expenses; United Nations,
A/RES/40/252IV,279910,Nairobi,,
A/RES/40/253A,279911,,Budget Appropriations;Biennium 1986-1987,
A/RES/40/253B,279912,,Income estimates,
A/RES/40/253C,279913,,Financing; Appropriations,Adoption
A/RES/40/254,279914,,Expenses,Approval
A/RES/40/255,279915,,Working Capital Fund,
A/RES/40/257,279916,,Emoluments;pension scheme;conditions of service;International Court of Justice,adoption
A/RES/41/4,280663,United Nations;League of Arab States,Co-operation,
A/RES/41/6,280664,Kampuchea,,
A/RES/41/12,280665,Israel;Iraq,Nuclear installations;Nuclear energy;Non-proliferation of nuclear weapons;International peace and security,Aggression
A/RES/41/13,280666,Non-Self-Governing Territories,Information,Transmission
A/RES/41/14,280668,Namibia;southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;colonial domination;colonialism;apartheid;racial discrimination,Activities;implementation;efforts;elimination
A/RES/41/15,280669,Colonial Countries;Peoples,Declaration;Independence,Implementation
A/RES/41/16,280670,Western Sahara,,
A/RES/41/30,280671,Comorian island of Mayotte,,
A/RES/41/31,280672,Nicaragua,Military activities;Paramilitary activities,Judgment;Compliance
A/RES/41/33,280673,Afghanistan,International Peace;Security,
A/RES/41/34,280674,,Law of the Sea,
A/RES/41/35A,280675,South Africa,Liberation Movements,Assistance
A/RES/41/35B,280676,South Africa,Racism,Sanctions
A/RES/41/35C,280677,Israel;South Africa,Relations,
A/RES/41/35D,280678,,Apartheid,Programme of work
A/RES/41/35E,280679,,Apartheid in Sports,Convention
A/RES/41/35F,280680,South Africa,Oil embargo,
A/RES/41/35H,280681,,Apartheid,International Action; Elimination
A/RES/41/38,280682,Organization of African Unity; Socialist People's Libyan Arab Jamahiriya; United States,Aerial and Naval Military Attack,Declaration
A/RES/41/39A,280683,Namibia;South Africa,Illegal occupation;Territory,
A/RES/41/39B,280684,Namibia,Security Council resolution 435,Implementation
A/RES/41/39C,280685,Namibia,Programme of work,
A/RES/41/39D,280686,Namibia,Dissemination of information;Mobilization of international public opinion;Independence,Support
A/RES/41/39E,280687,Namibia,Fund,
A/RES/41/40,280688,Falkland Islands;Malvinas,,
A/RES/41/41A,280689,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
A/RES/41/41B,280690,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
A/RES/41/42,280691,,Decolonization,Dissemination of information
A/RES/41/43A,280692,Palestine,,Resolution
A/RES/41/43B,280693,Palestine,,
A/RES/41/43C,280694,Palestine,,
A/RES/41/43D,280695,Palestine,,
A/RES/41/44A,280696,,UN Disengagement Observer Force,Financing
A/RES/41/44B,280697,,UN Disengagement Observer Force,Financing
A/RES/41/45,280698,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol I; Treaty of Tlatelolco,Implementation; Signature; Ratification
A/RES/41/46A,280699,,Nuclear-test explosions,Cessation
A/RES/41/46B,280700,,Nuclear-test explosions,Cessation
A/RES/41/47,280701,,Nuclear-test-ban treaty,Need
A/RES/41/49,280702,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/41/51,280703,non-nuclear-weapon States,security;nuclear weapons,strengthening
A/RES/41/52,280704,non-nuclear-weapon States,nuclear weapons,assurance
A/RES/41/53,280705,,Arms Race; Outer Space,Prevention
A/RES/41/54,280706,,Nuclear-weapon tests,Implementation; Cessation; Prohibition
A/RES/41/55A,280707,Africa,Denuclearization,Implementation
A/RES/41/55B,280708,Africa; South Africa,Denuclearization; Nuclear Capability,Implementation
A/RES/41/56,280709,,Weapons of Mass Destruction,Prohibition; Development; Manufacture
A/RES/41/58B,280710,,Chemical Weapons;Bacteriological Weapons,Prohibition
A/RES/41/58C,280711,,Chemical Weapons;Bacteriological Weapons;Biological Weapons,
A/RES/41/59B,280712,,Disarmament; Military Matters,Objective Information
A/RES/41/59D,280713,,Disarmament;Arms Limitation,Contribution
A/RES/41/59E,280714,,Disarmament;Confidence-building measures;Security-building measures;Conventional disarmament,
A/RES/41/59G,280715,,General disarmament; Conventional disarmament,
A/RES/41/59H,280716,,Military use; Research and development,Study
A/RES/41/59I,280717,,Disarmament;Radiological Weapons,Prohibition;Development;Production;Stockpiling;Use
A/RES/41/59K,280718,,Disarmament; Naval armaments,Disarmament
A/RES/41/59L,280719,,Disarmament; Fissionable Material; Weapons,Prohibition
A/RES/41/59M,280720,regional basis,general disarmament;complete disarmament;conventional disarmament,
A/RES/41/59N,280721,,Disarmament;nuclear tests,Notification
A/RES/41/60A,280722,,World Disarmament Campaign,Review; Implementation; Action; Activity
A/RES/41/60B,280723,,World Disarmament Campaign,Review; Implementation
A/RES/41/60C,280724,,Concluding Document;Confidence-Building Measures,Review;Implementation
A/RES/41/60E,280725,,Concluding Document of the 12th Special Session; Nuclear Weapons,Review; Implementation; Freeze
A/RES/41/60F,280726,,Convention on the Prohibition of the Use of Nuclear Weapons,Review; Implementation
A/RES/41/60H,280727,,Concluding Document of the 12th Special Session of the General Assembly; UN programme of fellowships on disarmament,Review; Implementation
A/RES/41/60I,280728,,Concluding Document of the 12th Special Session; Nuclear Arms Freeze,Review; Implementation
A/RES/41/63A,280729,Israel; Occupied Territories,Human Rights,Investigation
A/RES/41/63B,280730,Israel; Occupied Territories,Human Rights,Investigation
A/RES/41/63C,280731,Israel;Occupied Territories,Human Rights,Investigation
A/RES/41/63D,280732,Israel;Occupied Territories,Human Rights,Investigation
A/RES/41/63E,280733,Israel; Occupied Territories,Human Rights,Investigation
A/RES/41/63F,280734,Israel;Occupied Territories,Human Rights,Investigation
A/RES/41/63G,280735,Israel;Occupied Territories,Human Rights,Investigation
A/RES/41/68A,280736,,Information,
A/RES/41/68B,280737,,Information,
A/RES/41/68E,280738,,Information,Question
A/RES/41/69A,280739,Palestine; Near East,Relief; Assistance; Refugees,Provision; Support
A/RES/41/69D,280740,Palestine; Near East,Relief; Works Agency; Refugees; Grants; Scholarships,Provision
A/RES/41/69E,280741,Palestine; Gaza Strip,Relief; Refugees,
A/RES/41/69F,280742,Palestine;Near East,Relief;Works;Ration Distribution,Resumption
A/RES/41/69G,280743,Palestine; Near East,Relief; Works; Population; Refugees,Displacement
A/RES/41/69H,280744,Palestine; Near East,Relief; Works Agency; Refugees; Revenues; Properties,
A/RES/41/69I,280745,Palestine; Near East,Relief; Works Agency; Protection; Refugees,Protection
A/RES/41/69J,280746,Palestine;West Bank;Near East,Relief;Works;Palestine Refugees,
A/RES/41/69K,280747,Palestine; Near East; Jerusalem,Relief; Refugees,
A/RES/41/71,280748,Organization of African Unity;League of Arab States,National Liberation Movements,Observer Status
A/RES/41/73,280749,,International Law;International Economic Order,Development
A/RES/41/75,280750,,Peace and Security of Mankind,Draft Code of Offences
A/RES/41/86A,280752,,Nuclear-arms,Negotiations
A/RES/41/86B,280753,,Nuclear weapons;nuclear war,Non-use;prevention
A/RES/41/86D,280754,,Disarmament,Promotion
A/RES/41/86F,280755,,Nuclear-arms race;nuclear disarmament,Cessation
A/RES/41/86G,280756,,Nuclear War,Prevention
A/RES/41/86H,280757,,Climatic effects;nuclear war;nuclear winter,
A/RES/41/86I,280758,,Recommendation; Decision,Implementation; Review
A/RES/41/86J,280759,,Recommendation;Decision;Implementation,Review
A/RES/41/86K,280760,,Disarmament,International co-operation
A/RES/41/86M,280761,,Disarmament,Report
A/RES/41/86N,280762,,Nuclear-arms,Negotiations
A/RES/41/86O,280763,,Recommendation;Decision,Implementation
A/RES/41/86P,280764,,Disarmament,Report
A/RES/41/88A,280765,Antarctica,,
A/RES/41/88B,280766,Antarctica,,
A/RES/41/88C,280767,Antarctica,,
A/RES/41/90,280768,,Declaration on the Strengthening of International Security; International Security,Review; Implementation
A/RES/41/91,280769,,Political Dialogue;International Situation,Improvement
A/RES/41/92,280771,,International peace; Security,Establishment
A/RES/41/93,280772,Israel,Nuclear Armament,
A/RES/41/95,280773,South Africa,Human Rights;Political Assistance;Military Assistance;Economic Assistance;Racism;Colonialism,Enjoyment
A/RES/41/101,280774,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
A/RES/41/102,280775,,Mercenaries;Human Rights;Right of Peoples to Self-Determination,Violation;Impediment
A/RES/41/103,280776,,International Convention; Suppression; Punishment; Crime of Apartheid,
A/RES/41/113,280777,,Human rights;Scientific and technological developments,
A/RES/41/115,280778,,Human rights;Scientific and technological developments,Adoption
A/RES/41/117,280780,,Economic rights;Social rights;Cultural rights;Civil rights;Political rights,Indivisibility;Interdependence
A/RES/41/123,280781,South Africa;Namibia,Refugee Women;Refugee Children,Measures of Assistance
A/RES/41/128,280782,,Right to Development,Declaration
A/RES/41/131,280783,,United Nations system;Human rights;Fundamental freedoms,Improvement
A/RES/41/132,280784,Member States,Right to own property; Economic development; Social development,Respect; Contribution
A/RES/41/133,280785,,Right to development,
A/RES/41/141,280786,Ethiopia,Displaced persons,Assistance
A/RES/41/143,280787,,Prevention of Discrimination; Protection of Minorities,Resolution; Adoption
A/RES/41/146,280788,,Right to adequate housing,Realization
A/RES/41/151,280789,,Migrant Workers;Human Rights;Dignity,Improvement;Ensurance
A/RES/41/155,280790,,Human Rights,Strengthening; International Co-operation
A/RES/41/156,280791,Guatemala,Human Rights;Fundamental Freedoms,
A/RES/41/157,280792,El Salvador,Human Rights,
A/RES/41/158,280793,Afghanistan,Human Rights;Fundamental Freedoms,
A/RES/41/159,280794,Islamic Republic of Iran,Human Rights,
A/RES/41/161,280795,Chile,Human Rights;Fundamental Freedoms,
A/RES/41/162A,280796,Middle East,,
A/RES/41/162B,280797,Middle East,,
A/RES/41/162C,280798,Middle East,,
A/RES/41/164,280799,Nicaragua,Trade embargo,
A/RES/41/165,280800,developing countries,economic measures;political coercion;economic coercion,means
A/RES/41/179A,280801,Lebanon,UN Interim Force,Financing
A/RES/41/179B,280803,Lebanon,UN Interim Force,Financing
A/RES/41/180,280804,Developing countries;Developed countries,Net transfer of resources,
A/RES/41/181,280805,Palestinian people,Assistance,
A/RES/41/184,280806,,,Implementation
A/RES/41/187,280807,,Cultural Development,Proclamation
A/RES/41/195,280808,Uganda,Assistance,
A/RES/41/197,280809,Mozambique,Assistance,
A/RES/41/199,280810,front-line States,Special assistance,
A/RES/41/200,280811,Benin;Central African Republic;Comoros;Democratic Yemen;Djibouti;Equatorial Guinea;Gambia;Guinea;Guinea-Bissau;Haiti;Madagascar;Nicaragua;Sierra Leone;Vanuatu,,Assistance
A/RES/41/209[III],280812,,Health insurance coverage; Locally-recruited staff; General service; Designated duty stations,
A/RES/41/209[V],280813,,Political Affairs;Security Council Affairs,News Service
A/RES/41/209[VI],280814,,United Nations Industrial Development Organization,Loan
A/RES/41/209[VIII],280815,New York,Post Adjustment,Suspension
A/RES/41/209[IX],280817,,Job classification; General Service; Related categories,
A/RES/41/211A,280818,,Programme Budget; Biennium,Revision; Appropriation
A/RES/41/211B,280819,,Programme budget; Income estimates,Revision
A/RES/41/211C,280820,,Programme budget; Financing; Appropriations,
A/RES/41/212B,280821,,Nuclear Energy,Promotion; International Co-operation
A/RES/41/10,280822,,Right of peoples to peace,
A/RES/41/11,280823,South Atlantic,Zone of Peace;Co-operation,Declaration
A/RES/42/3,281002,Kampuchea,,
A/RES/42/5,281003,United Nations;League of Arab States,Co-operation,
A/RES/42/7,281004,countries of origin,cultural property,return; restitution
A/RES/42/14A,281005,Namibia;South Africa,Illegal occupation;Territory,
A/RES/42/14B,281006,Namibia,Security Council Resolution 435,Implementation
A/RES/42/14C,281007,Namibia,Programme of work,
A/RES/42/14D,281008,Namibia,Dissemination of information;Mobilization of international public opinion;Independence,Support
A/RES/42/14E,281009,Namibia,Fund,
A/RES/42/15,281010,Afghanistan,International Peace;Security,
A/RES/42/16,281011,South Atlantic,Zone of peace and co-operation,
A/RES/42/17,281012,Comorian island of Mayotte,,
A/RES/42/18,281013,Nicaragua,Military activities;Paramilitary activities,Judgment;Compliance
A/RES/42/19,281014,Falkland Islands (Malvinas),,
A/RES/42/20,281015,,Law of the Sea,
A/RES/42/23A,281016,South Africa,Liberation Struggle,International Solidarity
A/RES/42/23B,281017,South Africa,Co-ordinated and strictly monitored measures,Application
A/RES/42/23C,281018,South Africa,Racist regime,Sanctions
A/RES/42/23D,281019,Israel;South Africa,Relations,
A/RES/42/23E,281020,,Apartheid,Programme of work
A/RES/42/23F,281021,South Africa,Oil embargo,Embargo
A/RES/42/23G,281022,,Apartheid,International Action; Elimination
A/RES/42/25,281023,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol I; Treaty of Tlatelolco,Implementation; Signature; Ratification
A/RES/42/26A,281024,,Nuclear-test explosions,Cessation
A/RES/42/26B,281025,,Nuclear-test explosions,Cessation
A/RES/42/27,281026,,Nuclear-test-ban treaty,Need
A/RES/42/29,281027,South Asia,Nuclear-weapon-free zone,Establishment
A/RES/42/31,281028,non-nuclear-weapon States,security;nuclear weapons,strengthening
A/RES/42/33,281029,,Arms Race; Outer Space,Prevention
A/RES/42/34A,281030,Africa,Denuclearization,Implementation
A/RES/42/34B,281031,Africa; South Africa,Denuclearization; Nuclear Capability,Implementation
A/RES/42/35,281032,,Weapons of Mass Destruction;Weapons,Prohibition;Development;Manufacture
A/RES/42/38A,281033,,Disarmament;nuclear-arms,Negotiation
A/RES/42/38C,281034,,Disarmament;Nuclear Tests,Notification
A/RES/42/38D,281035,,Disarmament;nuclear-arms,Negotiations
A/RES/42/38F,281036,,Disarmament;Radiological Weapons,Prohibition;Development;Production;Stockpiling;Use
A/RES/42/38I,281037,,Disarmament; Military Matters,Objective Information
A/RES/42/38J,281038,,Disarmament,Implementation
A/RES/42/38K,281039,,Disarmament; Naval Armaments,Completion
A/RES/42/38L,281040,,Disarmament;Fissionable Material;Weapons,Prohibition
A/RES/42/38N,281041,regional scale,general disarmament;completed disarmament;conventional disarmament,
A/RES/42/39A,281042,,Concluding Document; 12th Special Session,Review; Implementation
A/RES/42/39B,281043,,Nuclear Weapons,Review; Implementation; Freeze
A/RES/42/39C,281044,,Convention on the Prohibition of the Use of Nuclear Weapons;nuclear weapons,Review;implementation
A/RES/42/39G,281045,,World Disarmament Campaign,Review; Implementation
A/RES/42/39H,281046,,Concluding Document of the 12th Special Session of the General Assembly;nuclear-arms freeze,Review;Implementation
A/RES/42/39I,281047,,Concluding Document of the 12th Special Session; UN programme of fellowships; Disarmament,Review; Implementation
