Original_ID,Geopolitical,Thematic,Action
650121,Arab territories,Permanent sovereignty; National resources,
650123,,Women's participation; International peace; International security; Colonialism; Racism; Racial discrimination; Foreign aggression; Occupation; Foreign domination,Strengthening; Struggle
650124,,International Women's Year,Conference
650125,,Equality between men and women; Discrimination against women,Elimination
650127,Israel; Occupied Territories,Human Rights,Investigation
650128,Israel; Occupied Territories,Human Rights,Investigation
650129,Israel;Occupied Territories,Human Rights,Investigation
650133,,Disaster Relief;Emergency Relief Assistance;Technical Co-operation,Financing
650134,,United Nations Industrial Development Organization,Estimates
650135,,Public Information,Policy; Activity
650136,,Pension scheme,
650137,,Emoluments,
650138,,Financial problems; United Nations,
650139,,Programme budget,Adoption
650140,,Budget Appropriations;Biennium 1976-1977,
650141,,Financing; Appropriations,
650142,,Extraordinary Expenses,Approval
650143,,Working Capital Fund,
650276,,Racism;Racial Discrimination,Implementation;Combat
650278,Palestine Liberation Organization;Middle East,Peace,Invitation;Participation;Efforts
650279,Palestine,,
650280,,United Nations Emergency Force; United Nations Disengagement Observer Force; Financing,
650323,,Racism;Racial Discrimination,Combat
650324,,Racial Discrimination,Elimination
650332,Southern Africa,Human Rights;Colonial Regimes;Racist Regimes;Political Assistance;Military Assistance;Economic Assistance,Enjoyment
650334,,International Security,Implementation
650335,Korea,,
650336,Korea,,
650339,Cyprus,,
650341,Southern Rhodesia,,Resolution
650342,Southern Rhodesia;Namibia;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial Domination;Colonialism;Apartheid;Racial Discrimination,Activities;Implementation;Efforts;Elimination
650346,South Africa,Oppressed people,Responsibility
650375,Bantustans,,
650376,,Apartheid,Programme of work
650377,South Africa,,
650379,Middle East,,
650397,Palestine,Refugees,Assistance
650398,,Population;Refugees;Displacement,
650399,Non-Self-Governing Territories,Information,Transmission
650427,Colonial Countries;Peoples,Declaration;Independence,Implementation
650428,Brunei,,
650429,American Samoa;Guam;United States Virgin Islands,,
650430,Belize,,
650431,New Hebrides;Pitcairn;Tuvalu,,
650466,Chile,Human Rights,Protection
650468,Cyprus,Missing persons,
650469,,United Nations system;Human rights;Fundamental freedoms,Improvement
650470,Spanish Sahara,,
650471,Spanish Sahara,,
650472,,,Implementation
650815,,Credentials; Representatives,Adoption
650861,South Africa,Relationship,
650876,Palestine Liberation Organization,,Invitation
650963,Cyprus,,
650964,,International Atomic Energy Agency,Report
650968,,Social change;Economic change;Social progress,Achievement
650989,States,Economic Rights;Duties,Charter
650990,,International disputes,Peaceful settlement
651000,,United Nations,Apportionment; Assessment
651003,Chile,Protection;Human Rights,
651005,Palestine,,
651006,Palestine Liberation Organization,,Observer status
651012,Cambodia,Lawful rights,Restoration
651013,Non-Self-Governing Territories,Information,Transmission
651015,Israel;Occupied Territories,Human Rights,Investigation
651016,Israel; Occupied Territories,Human Rights,Investigation
651017,Colonial countries;Peoples,Right of peoples to self-determination;Independence;Human rights,Realization;Granting;Guarantee;Observance
651018,States permanent members of the Security Council; developing countries,military budgets; assistance,reduction; utilization; provision
651020,,Napalm;Incendiary weapons,Use
651022,,Napalm;Incendiary weapons;Use,Investigation
651025,Bermuda;British Virgin Islands;Cayman Islands;Montserrat;Turks and Caicos Islands;United States Virgin Islands,,
651026,American Samoa;Guam;New Hebrides;Pitcairn;St. Helena;Solomon Islands,,
651029,Spanish Sahara,,
651030,Non-Self-Governing Territories,Information,Transmission
651031,Namibia,,
651032,Southern Rhodesia,,
651033,Southern Rhodesia,,
651034,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
651038,South Africa,Arms embargo,
651039,,Political prisoners,Release
651040,,Apartheid,Programme of work
651042,South Africa,,
651045,,United Nations Habitat; Human Settlements,Establishment
651046,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
651047,,Decolonization,Dissemination of information
651048,Palestine; Near East,Relief; Works; Refugees,
651049,Palestine; Near East,Relief; Works; Refugees,
651050,,International Security,Implementation
651051,Korea,,
651053,Arab territories,Permanent sovereignty; National resources,
651056,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Foreign economic interests;Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonialism;Appartheid;Racial discrimination,Implementation;Efforts;Elimination
651057,,Nuclear tests; Thermonuclear tests; Comprehensive test ban treaty,Cessation; Conclusion
651058,Latin America,Prohibition of Nuclear Weapons;Additional Protocol II;Treaty of Tlatelolco,Implementation;Signature;Ratification
651059,Indian Ocean,Zone of Peace;Declaration,Implementation
651060,,Disarmament,Adoption
651061,,Disarmament,General disarmament; Complete disarmament
651062,,Disarmament,Adoption
651096,,Charter of the United Nations,Review; Consideration; Suggestion
651100,,Salaries;Allowances;Staff;Professional categories;Higher categories;Staff Regulations;United Nations,Amendments
651101,,Budget Appropriations,Revision
651175,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol I; Treaty of Tlatelolco,Implementation; Signature; Ratification
651176,Middle East,Nuclear-weapon-free zone,Establishment
651193,,Environment;Climate;Military;International Security;Human Well-being;Health,Prohibition;Maintenance
651195,South Asia,Nuclear-free zone,Declaration; Establishment
651196,South Asia,Nuclear-free zone,Declaration; Establishment
652180,,Cultural Values,Preservation;Development
652181,,Human rights;Scientific and technological developments,Adoption
652182,,Scientific and technological developments; Peace; Social development,Use
652183,,Trade union; Apartheid,Action
652184,,Apartheid,Programme of work
652185,,Apartheid,Dissemination of information
652186,,Apartheid,Intensification;Co-ordination;Action
652187,,Intergovernmental organizations; Non-governmental organizations,Action
652188,South Africa,Trust Fund,
652189,South Africa,Apartheid,Policy
652190,,Atomic Radiation,Effect
652191,,Atomic Radiation,Effect
652192,,Atomic Radiation,Effect
652193,Niue,,
652194,American Samoa;Gilbert and Ellice Islands;Guam;New Hebrides;Pitcairn;St. Helena;Seychelles;Solomon Islands,,
652195,Bermuda;British Virgin Islands;Cayman Islands;Montserrat;Turks and Caicos Islands;United States Virgin Islands,,
652196,Seychelles,,
652197,Brunei,,
652198,Falkland Islands (Malvinas),,
652199,Comoro Archipelago,,
652200,Spanish Sahara,,
652201,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
652203,,Decolonization,Dissemination of information
652204,Southern Africa,Victims of Colonialism and Apartheid,Support
652207,,Natural Resources Exploration,Fund
652209,Landlocked Developing Countries,Special Measures; Particular Needs,
652210,,Permanent sovereignty; Natural resources,
652211,,Development;International Economic Co-operation,Holding;Devotion
652213,Arab territories,Permanent sovereignty; Natural resources,
652216,,Disarmament,Adoption
652224,,Trade;Development,Report
652233,South Africa,Political prisoners,
652235,Portugal;Guinea-Bissau,Illegal occupation;Acts of aggression,
652345,,Disarmament,Adoption
652346,,Disarmament,Adoption
652349,countries victims of expropriation,restitution of works of art; expropriation,restitution
652352,,Budget Appropriations;Biennium,
652353,,Financing; Appropriations,
652354,,Expenses,Resolution
652355,,Working Capital Fund,Adoption
652357,,Accommodation;Official Travel;United Nations Staff,Standardization
652358,,Programme;Budget,Formulation;Review;Approval
652367,Israel; Occupied Territories,Human Rights,Investigation
652401,,Atomic Radiation,Effect
652402,Southern Rhodesia,,
652403,,War Crimes;Crimes against Humanity,International Co-operation;Detection;Arrest;Extradition;Punishment
652404,,Napalm;Incendiary weapons,Use
652418,,Chemical weapons;bacteriological weapons;biological weapons,
652419,,Nuclear tests; Thermonuclear tests,Suspension
652420,,Nuclear tests; Thermonuclear tests,Suspension
652421,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol II,Implementation; Signature; Ratification
652423,Indian Ocean,Zone of Peace,Declaration
652424,,,
652430,,Indexation of prices,Study
652431,Israel;Occupied Territories,Human Rights,Investigation
652432,Israel;Occupied Territories,Human Rights,Investigation
652433,States permanent members of the Security Council; developing countries,military budgets; assistance,reduction; utilization; provision
652434,States permanent members of the Security Council; developing countries,military budgets; assistance,reduction; utilization; provision
652435,,United Nations Emergency Force,Financing
652436,,Human Rights;Armed Conflicts,Respect
652437,,Legal status; Combatants; Colonial domination; Alien domination; Racist regimes,Struggle
652439,Non-Self-Governing Territories,Information,Transmission
652440,Namibia,,
652441,Namibia,United Nations Fund,
652442,Palestine; Near East,Relief; Works Agency; Refugees,
652443,Palestine; Near East,Relief; Works Agency; Refugees,
652531,Territories under Portuguese administration,,
652532,Mozambique,Massacres,Establishment; Inquiry
652533,Southern Rhodesia,,
652534,Southern Rhodesia,,Resolution
652535,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
652536,Colonial Countries;Peoples,Declaration;Independence,Implementation
652537,Southern Africa,Educational and Training Programme,
652538,,United Nations Capital Development Fund,
652539,States,Environment;Natural Resources,Co-operation
652540,,Multilateral financing; Housing; Human settlements,Governing
652541,,Human Rights,Creation
652619,Colonial Countries;Peoples,Declaration;Independence,Implementation
652620,Southern Africa,Educational and Training Programme,
652621,Spanish Sahara,,
652622,American Samoa;Bahamas;Bermuda;British Virgin Islands;Brunei;Cayman Islands;Cocos (Keeling) Islands;Gilbert and Ellice Islands;Guam;Montserrat;New Hebrides;Pitcairn;St. Helena;Seychelles;Solomon Islands;Turks and Caicos Islands;United States Virgin Islands,,
652623,Seychelles,,
652624,Niue;Tokelau Islands,,
652625,Antigua;Dominica;Grenada;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent,,
652627,,Security Council,Report
652628,Indian Ocean,Zone of Peace,Declaration
652629,,Declaration; International Security,Implementation; Strengthening
652657,States,Environment,Responsibility
652670,Israel;Occupied Territories,Human Rights,Investigation
652671,United Nations,Employment;Women;Senior positions;Professional positions;Secretariats;Organizations;United Nations system,
652672,,Capital punishment,
652673,,Narcotics Control,Assistance
652674,,Drug Abuse Control;International Instruments,
652675,,Drug Abuse Control,Programme
652676,developing countries,permanent sovereignty; natural resources,
652677,Developing countries;Developed countries,Trained personnel,Outflow
652678,developing countries,mass poverty;unemployment,
652679,,Population Activities,Fund
652683,,Youth; International Youth Organizations,Communication
652685,,Religious Intolerance,Elimination
652739,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
652756,States,Artificial Earth Satellites;Direct Television Broadcasting,Preparation;Convention;Use
652923,Territories under Portuguese administration,,
652924,,Maltreatment; Torture; Prisoners; Detainees,
652926,South Africa,Trust Fund,
652928,,Apartheid,Programme of work
652934,,Apartheid,Dissemination of information
652938,South Africa,Apartheid,
652942,,Trade Unions;Apartheid,Conference
652945,,World Disarmament,Conference
652946,Non-Nuclear-Weapon States,Implementation; Results; Conference,
652951,,International Law,Report
652957,,Disarmament,Adoption
652960,,Disarmament,Adoption
652964,,Chemical weapons;bacteriological weapons;biological weapons,
652967,,Nuclear tests;Thermonuclear tests,Suspension
652976,,Nuclear tests; Thermonuclear tests,Suspension
652984,,Nuclear tests; Thermonuclear tests,Suspension
652987,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol II; Treaty of Tlatelolco,Implementation; Signature; Ratification
652993,,International Relations;Use of Force;Nuclear Weapons,Non-use;Prohibition
653011,Southern Rhodesia,,
653473,,Credentials,Adoption
653984,Middle East,,
653985,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
653992,,Natural Disaster;Disaster Situations,Assistance
653994,,United Nations,Apportionment; Assessment
653996,,United Nations,Apportionment; Assessment
653999,,United Nations,Apportionment; Assessment
654001,,United Nations,Apportionment; Assessment
654009,Palestine; Near East,Relief; Works Agency; Refugees,
654010,Palestine; Near East,Relief; Works; Refugees,
654011,Palestine; Near East,Relief; Works; Refugees,
654251,,United Nations Development Programme,Enlargement
654299,Bahrain,Membership,Admission
654301,Qatar,Membership,Admission
654312,Oman,Membership,Admission
654350,People's Republic of China,Lawful rights; United Nations,Restoration
654352,South Africa,Apartheid,Policy
654357,Southern Rhodesia,,Resolution
654360,,Youth; Social Development,Participation
654365,,World social situation,
654368,South Africa,Trust Fund,
654375,,Arms embargo,
654376,,Apartheid;Educational Material,
654378,,Apartheid,Programme of work
654379,,Apartheid; Sports,Resolution
654382,Bantustans,Establishment,
654384,South Africa,Apartheid,Policy
654386,,Apartheid,Dissemination of information
654387,South Africa,Apartheid,Policy
654391,,International Liability; Damage; Space Objects,Convention
654404,,Racial Discrimination,Elimination
654405,,Racism;Racial Discrimination,Action;Combat
654406,,Crime of apartheid,Suppression; Punishment
654407,colonial countries;peoples,right of peoples to self-determination;independence;human rights,realization;granting;guarantee;observance
654408,Palestine; Near East,Relief; Works Agency; Refugees,
654409,Palestine; Near East,Relief; Works; Refugees,
654410,,,
654411,Palestine; Near East,Relief; Works; Refugees,
654412,United Arab Emirates,Membership,Admission
654413,Territories under Portuguese administration,,
654414,Southern Rhodesia,,Resolution
654415,Middle East,,
654416,,International Development Strategy; United Nations Development Decade,Dissemination of Information; Mobilization of Public Opinion; Review; Appraisal; Implementation
654417,,Disarmament,Adoption
654418,,Disarmament,Adoption
654419,,Bacteriological Weapons;Biological Weapons;Toxin Weapons,Prohibition;Development;Production;Stockpiling;Destruction
654420,,Chemical weapons;bacteriological weapons;Biological weapons,
654421,,Chemical weapons;bacteriological weapons;Biological weapons,
656350,,Nuclear tests; Thermonuclear tests,Suspension
656463,,Charter of the United Nations,Review
656467,,International Law,Assistance; Teaching; Study; Dissemination; Appreciation
656472,Papua;Trust Territory of New Guinea,,
656475,Non-Self-Governing Territories,Information,Transmission
656481,Oman,,
656483,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
656484,Colonial Countries;Peoples,Declaration;Independence,Implementation
656486,Southern Africa,Educational and Training Programme,
656487,Territories under Portuguese Administration,,
656489,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
656490,American Samoa;Antigua;Bahamas;Bermuda;British Virgin Islands;Brunei;Cayman Islands;Cocos (Keeling) Islands;Dominica;Gilbert and Ellice Islands;Grenada;Guam;Montserrat;New Hebrides;Niue;Pitcairn;St. Helena;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent;Seychelles;Solomon Islands;Tokelau Islands;Turks and Caicos Islands;United States Virgin Islands,,
656491,Antigua;Dominica;Grenada;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent,,
656492,Spanish Sahara,,
656494,Colonial countries; Dependant countries; Territories,Human rights; Fundamental freedoms; Racial discrimination; Segregation; Apartheid,Violation
656496,,Trade;Development,Conference
656500,,Technology; Know-how; Patents,Transfer
656501,Israel;Occupied Territories,Human Rights,Investigation
656503,,Sea-bed;Ocean floor;High seas;National jurisdiction;Resources;Law of the sea,Reservation;Use;Convening;Conference
656508,,Adoption Law,Conference; Convention
656510,,Sea-bed;Ocean floor;High seas;National jurisdiction;Resources;Law of the sea,Reservation;Use;Convening;Conference
656513,,Sea-bed; Ocean floor; High seas; National jurisdiction; Resources; Law of the sea,Reservation; Use; Convening; Conference
656516,Namibia,United Nations Fund,
656519,Namibia,,
656520,,Human Rights;Armed Conflicts,Respect
656521,,International Terrorism;Human Lives;Fundamental Freedoms;Causes of Terrorism;Acts of Violence;Misery;Frustration;Grievance;Despair;Radical Changes,Prevention;Study
656523,,Code of conduct; Liner conferences,
656526,Least Developed Countries; Developing Countries,Special Measures,
656527,States,Economic Rights;Duties,
656528,,Trade;Development,Dissemination;Mobilization
656532,developing countries,External debt servicing,
656536,,Multilateral trade,Negotiations
656537,,Trade;Development,Report
656539,,United Nations budget; Budget cycle,Presentation; Duration
656575,,Budget appropriations; Financial year,
656576,,Income estimates; Financial year,Estimation
656577,,Financing;Appropriations;Financial Year,
656578,,Extraordinary expenses; Financial year,Adoption
656579,,Working Capital Fund; Financial Year,
656580,,Travel Funds,Use
656581,United Nations,Financial situation,
656582,United Nations,Financial situation,
656583,United Nations,Financial situation,
656873,Southern Rhodesia,,Resolution
656986,,Natural disaster;Disaster situations,Assistance
657427,,United Nations,Celebration
657428,China,United Nations,Representation
657429,Republic of Indonesia;Kingdom of the Netherlands;West New Guinea;West Irian,Agreement,
657431,Southern Africa,Manifesto,
657432,Territories under Portuguese administration,,
657433,Southern Rhodesia,,Resolution
657434,,Technical Assistance; Industrial Development,Programme
657488,Korea,,
657491,Namibia,,
657493,Colonial Countries;Colonial People,Declaration;Independence,Programme of Activities;Granting
657494,Palestine; Near East,Relief; Works; Refugees,
657496,Palestine; Near East,Relief; Works Agency; Refugees,
657497,occupied territories,human rights,respect; implementation
657498,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
657505,Colonial Countries;Peoples,Declaration;Independence,Implementation
657512,Namibia,,
657515,Non-Self-Governing Territories,Information,Transmission
657516,Oman,,
658140,High Seas,Sea-bed;Ocean Floor;Subsoil;Resources,Reservation;Use;Interests
658193,Rhodesia,,
658194,China,Representation,
658195,,War Crimes;Crimes Against Humanity,Non-Applicability
658196,Territories under Portuguese administration,,
658197,Oman,,
658198,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonialism;Apartheid;Racial Discrimination,Activities;Implementation;Efforts;Elimination
658199,Colonial Countries;Peoples,Declaration;Independence,Implementation
658200,Papua;Trust Territory of New Guinea,,Resolution
658201,Non-Self Governing Territories,Information,Transmission
658202,Ifni; Spanish Sahara,,Resolution
658203,Gibraltar,,
658301,American Samoa;Antigua;Bahamas;Bermuda;British Virgin Islands;Cayman Islands;Cocos (Keeling) Islands;Dominica;Gilbert and Ellice Islands;Grenada;Guam;Montserrat;New Hebrides;Niue;Pitcairn;St. Helena;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent;Seychelles;Solomon Islands;Tokelau Islands;Turks and Caicos Islands;United States Virgin Islands,,
658304,Southern Africa,Educational and Training Programme,
658305,occupied territories,human rights,respect; implementation
658328,Namibia,,
658351,,Economic and Social Council,Enlargement
658353,,Development;Environment,
658354,,Human Environment,Conference
658355,Israel; Occupied Territories,Human Rights,Investigation
658358,Indian Ocean,Zone of Peace,Declaration
658359,,Human Rights,Creation
658361,,Nuclear tests;Thermonuclear tests,Suspension
658362,,Nuclear tests; Thermonuclear tests,Suspension
658363,Chile;Santiago,,
658364,Bangkok;Addis Ababa,United Nations accommodation,
658365,,Headquarters accommodation,
658366,,World Youth Assembly,Commemoration
658368,,United Nations information policies; United Nations information activities,Review; Reappraisal
658369,,Budget appropriations; Financial year,
658371,,Income estimates; Financial year,
658372,,Financing;Appropriations;Financial Year,
658374,,Expenses;Financial Year,
658375,,Working Capital Fund; Financial Year,
658376,,Industrial Development,Conference
658381,,Capital punishment,
658388,,Credentials,Adoption
658395,Papua New Guinea,,
658397,Antigua;Dominica;Grenada;St. Kitts-Nevis-Anguilla;St. Lucia;St.Vincent,Question,
658399,Niue;Tokelau Islands,,
658400,American Samoa;Bahamas;Bermuda;British Virgin Islands;Brunei;Cayman Islands;Cocos (Keeling) Islands;Gilbert and Ellice Islands;Guam;Montserrat;New Hebrides;Pitcairn;St. Helena;Seychelles;Solomon Islands;Turks and Caicos Islands;United States Virgin Islands,Question,
658403,Namibia,,
658405,Namibia,United Nations Fund,
658406,Southern Rhodesia;Namibia;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
658407,Colonial Countries;Peoples,Declaration;Independence,Implementation
658409,Southern Africa,Educational and Training Programme,
658411,Southern Rhodesia,,
658412,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
658413,,Decolonization,Dissemination of information
658416,,Declaration on the Strengthening of International Security; International Security,Implementation
658419,,Sea-bed;Ocean floor;High seas;National jurisdiction;Resources;Law of the sea,Reservation;Use;Convening;Conference
658427,,Advisory Committee on Administrative and Budgetary Questions,Honorarium
658428,,Pension scheme,
658429,,Emoluments,
658430,,Palais des Nations,Extension
658431,,Palais des Nations,Maintenance; Improvement
658801,Colonial Countries;Peoples,Declaration;Independence,Programme of Action;Implementation;Granting
658802,South Africa,Apartheid,Policy
658803,Middle East,,
658807,China,Representation,
658810,,Racial Discrimination,Elimination
658812,Southern Rhodesia,,
658815,,Nuclear Weapons;Weapons of Mass Destruction;Sea-Bed;Ocean Floor;Subsoil,Prohibition
658817,,General Disarmament; Complete Disarmament,
658819,,General Disarmament; Complete Disarmament,
658828,Latin America,Treaty for the Prohibition of Nuclear Weapons; Additional Protocol II,Implementation; Signature; Ratification
658829,Korea,,
658831,,International law; International watercourses,Progressive development; Codification
658834,South Africa,Apartheid,Policy
658837,South Africa,Apartheid,Policy
658840,Palestine; Near East,Relief; Works; Refugees,
658841,Palestine; Near East,Relief; Works Agency; Refugees,
658844,,Protection of journalists; Armed conflicts,Protection
658845,,Human Rights;Armed Conflicts,Respect
658847,,Human Rights;Armed Conflicts,Respect
658849,Namibia,,
658850,Namibia,United Nations Fund,
658994,Southern Rhodesia,,
659460,,Status of Women,
659461,,Human Rights,Implementation; Recommendation
659463,,Human Rights,Implementation; Recommendation
659467,Papua;New Guinea,,Question
659469,Spanish Sahara,,
659471,American Samoa;Antigua;Bahamas;Bermuda;British Virgin Islands;Brunei;Cayman Islands;Cocos (Keeling) Islands;Dominica;Gilbert and Ellice Islands;Grenada;Guam;Montserrat;New Hebrides;Niue;Pitcairn;St. Helena;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent;Seychelles;Solomon Islands;Tokelau Islands;Turks and Caicos Islands;United States Virgin Islands,,
659472,Antigua;Dominica;Grenada;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent,Question,
659474,,Human Rights,Creation; Post
659484,,Disarmament,
659491,,Chemical weapons;bacteriological weapons;Biological weapons,
659496,Non-Nuclear-Weapon States,,Conference
659498,Non-Nuclear-Weapon States,,Conference
659509,,United Nations regular budget; Expenditure,Study
659626,Non-Nuclear-Weapon States,,Conference
659628,Non-Nuclear-Weapon States,,Conference
659629,Non-Nuclear-Weapon States,,Conference
659632,Non-Nuclear-Weapon States,,Conference
659648,Korean,Korean question,
659650,High Seas,Sea-bed;Ocean Floor;Subsoil;Resources,Reservation;Use
659652,High Seas,Sea-bed;Ocean Floor;Subsoil;Resources,Reservation;Use
659659,United Nations;International Atomic Energy Agency,Administrative and budgetary co-ordination,Co-ordination
659661,,Russian; Spanish; Working languages,Inclusion; Amendment
659664,,Secretariat,Composition
659848,,Human Rights,International Year
659862,,Non-proliferation of nuclear weapons,
659863,Papua;Trust Territory of New Guinea,,
659865,Fiji,,
659868,Gibraltar,,
659872,French Somaliland,,Resolution
659874,American Samoa;Antigua;Bahamas;Bermuda;British Virgin Islands;Cayman Islands;Cocos (Keeling) Islands;Dominica;Gilbert and Ellice Islands;Grenada;Guam;Mauritius;Montserrat;New Hebrides;Niue;Pitcairn;St. Helena;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent;Seychelles;Solomon Islands;Swaziland;Tokelau Islands;Turks and Caicos Islands;United States Virgin Islands,,
659878,,Secretariat,Composition
659992,,Economic Rights;Social Rights;Cultural Rights;Civil Rights;Political Rights;Optional Protocol,
659993,,Economic Rights;Social Rights;Cultural Rights;Civil Rights;Political Rights;Optional Protocol,
659994,,Economic Rights;Social Rights;Cultural Rights;Civil Rights;Political Rights;Optional Protocol,
659995,Republic of South Africa,Apartheid,Policy
659996,Republic of South Africa,Apartheid,Policy
660007,,Peace-keeping operations,Review
660008,Korean,Korean question,
660010,Nauru,Trust Territory,
660011,Papua;Trust Territory of New Guinea,,
660012,French Somaliland,,
660013,Ifni; Spanish Sahara,,
660014,Equatorial Guinea,,
660015,Gibraltar,,
660016,American Samoa;Antigua;Bahamas;Bermuda;British Virgin Islands;Cayman Islands;Cocos (Keeling) Islands;Dominica;Gilbert and Ellice Islands;Grenada;Guam;Mauritius;Montserrat;New Hebrides;Niue;Pitcairn;St. Helena;St. Kitts-Nevis-Anguilla;St. Lucia;St. Vincent;Seychelles;Solomon Islands;Tokelau Islands;Turks and Caicos Islands;United States Virgin Islands,,
660020,Oman,,
660022,,Secretariat,Composition
660045,Korean,Korean question,
660046,Portuguese administration,Territories,
660047,China,Representation,
660048,British Guiana,,
660049,Ifni; Spanish Sahara,,Resolution
660050,Oman,,
660051,Latin America,Nuclear Weapons,Prohibition
660053,Cyprus,,
660054,Tibet,,
660056,Southern Rhodesia;South West Africa;Territories under Portuguese domination;Southern Africa,Declaration on the Granting of Independence to Colonial Countries and Peoples;Colonial domination;Colonialism;Apartheid;Racial discrimination,Activities;Implementation;Efforts;Elimination
660059,,Nuclear Weapons,Prohibition; Conclusion
660060,,Technical Assistance; Industrial Development,Programme
660110,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation
660111,,Capital Development Fund,
660112,South West Africa,,
660113,South West Africa,,
660114,,International Law;Friendly Relations;Co-operation;Charter of the United Nations,Consideration
660115,,Diplomatic Privileges and Immunities,
660141,Colonial Countries;Peoples,Declaration;Independence,Implementation;Granting
660142,,Racial Discrimination,Elimination
660149,Territories under Portuguese administration,,
660151,Trust Territory of Nauru,,Resolution
660152,Trust Territory of New Guinea; Territory of Papua,,
660154,,Credentials; Representatives; Sessions; General Assembly,Adoption
660155,,United Nations Emergency Force,Adoption
660166,States,Intervention; Independence; Sovereignty,Protection
660167,Korea,Korean question,
660460,Southern Rhodesia,,Resolution
660461,South West Africa,,
660463,,Non-proliferation;nuclear weapons,
660464,China,Representation,
660465,,Prohibition of the threat or use of force; Right of peoples to self-determination; International relations,Observance
660466,,Principles of international law;Friendly relations;Co-operation among States;Charter of the United Nations,Consideration
660467,Territories under Portuguese administration,,
660468,Colonial Countries;Colonial Peoples,Declaration;Independence,Implementation;Granting
660469,,United Nations Emergency Force,Adoption
660470,,United Nations Emergency Force,Adoption
660989,Republic of South Africa,Apartheid,Policy
660990,Republic of Indonesia;Kingdom of the Netherlands;West New Guinea;West Irian,Agreement,
660991,Islamic Republic of Mauritania,Membership,Admission
660992,China,Representation,
660993,China,Representation,Adoption
661039,China,Representation,
661040,Federation of Malaya,Membership,Admission
661042,Sudan,Membership,Admission
661043,China,Representation,Adoption
661359,Southern Rhodesia,,
661360,Aden,,
661361,Southern Rhodesia,,
661362,China,Representation,
661363,,Non-proliferation of nuclear weapons,
661364,,World Disarmament,Convening
661365,,Disarmament,
661366,,Nuclear tests;Thermonuclear tests,Suspension
661367,Africa,Denuclearization,Declaration
661368,Palestine; Near East,Relief; Works; Refugees,Reporting
661369,Cook Islands,,
661370,Falkland Islands;Malvinas,,
661371,Gibraltar,,
661372,Southern Rhodesia,,
661373,Congo,United Nations Operation; Cost Estimates; Financing,
661374,Southern Rhodesia,,Resolution
661375,South West Africa,,
661376,,Nuclear Weapons; Thermo-Nuclear Weapons,Convening; Signing; Prohibition
661377,Latin America,Denuclearization,
661378,Portuguese administration,,
661396,Oman,,
662064,Southern Rhodesia,,
662065,Southern Rhodesia,,
662066,Republic of South Africa,Apartheid,Policy
662067,,Nuclear Tests; Thermo-Nuclear Tests,Suspension
662068,,Effects of Atomic Radiation,Report
662069,China;Hong Kong,Refugees,
662070,,Permanent sovereignty; Natural resources,
662071,Colonial countries;Peoples,Declaration;Independence,Implementation;Granting
662072,,Nuclear tests; Thermo-nuclear tests; Nuclear weapons,Suspension; Obligation; Renewal; Treaty; Ban; Control
